Original_Word,translated_words
Amber Furniture,?????? ????????? 
Amber Home Goods,?????? ??? ???? 
Amber Office,?????? ???? 
Amber Soft,?????? ??? 
Amber Time,?????? ???? 
Amberlyn,????????? 
Amberlys,????????? 
Ambersil,????????? 
Ambestway,??????????? 
Ambi Toys,????? ???? 
Ambia Fashion,??????? ?????? 
Ambica,??????? 
Ambicom,??????? 
Ambient Technologies,????????? ????????? 
Ambipur,???????? 
Ambition,??????? 
Ambo,???? 
Ambon Boenda,????? ?????? 
Ambposial Greek Yougurt ?????,?????????? ????? ??????? ????? 
Ambrane,???????? 
Ambrosia International,?????????? ?????????????? 
Ambrosia Oil,?????????? ???? 
Ambuy,?????? 
Ambyka,??????? 
Ame,? ?? ? 
Ameba,????? 
Ameen,???? 
Ameen Products,???? ?????????? 
Ameesi,????? 
Amefa,????? 
AmeliaEvaline,????????????? 
Amena Sports,????? ???????? 
Amendolea,?????????? 
Amenity,??????? 
Ameo,???? 
AmerDokan,????????? 
Amercis,???????? 
AmeriHome,???????? 
Ameribot,??????? 
America Sound,??????? ?????? 
American Air Filter (AAF),???????? ???? ??????? (aaf) 
American Anko,???????? ???? 
American Atelier Living,???????? ??????? ????? 
American Audio,???????? ???? 
American Breeze,???????? ????? 
American Century Home,???????? ???????? ??? 
American Crew,???????? ???? 
American Curtain and Home,???????? ??????? ??????? ??? 
American Eagle,???????? ??? 
American Education Publishing,???????? ??????? ???????? 
American Expedition,???????? ?????????? 
American Express,???????? ????????? 
American Flag,???????? ??????? 
American Flyer,???????? ???????? 
American Fresh,???????? ????? 
American Furniture Alliance,???????? ????????? ???????? 
American Furniture Alliance Fun Factory,???????? ????????? ???????? ??? ????????? 
American Furniture Classics,???????? ????????? ???????? 
American Garden,???????? ??????? 
American Girl,???????? ????? 
American Gourmet,???????? ?????? 
American Green,???????? ????? 
American Health,???????? ???? 
American Heritage Billiards,???????? ??????? ???????? 
American Kennel Club,???????? ????? ????? 
American Kitchen,???????? ????? 
American Lifestyle,???????? ?????????? 
American Lifetime,???????? ???????? 
American Living,???????? ????? 
American Men,???????? ??? 
American Metal,???????? ????? 
American Mills,???????? ???? 
American Natural,???????? ????????? 
American Nutritional Center,???????? ??????????? ??????? 
American Outdoorsman,???????? ??????????? 
American Packing & Gasket,???????? ??????? ???? ??????? 
American Pride Lampshade Co.,???????? ?????? ???????? ???????? 
American Pro Supply,???????? ???? ??????? 
American Pumpkins,???????? ?????????? 
American Rag,???????? ??? 
American Red Cross,???????? ??? ???? 
American Shield,???????? ????? 
American Shiled,???????? ????? 
American Specialties,???????? ?????????????? 
American Tool Exchange,???????? ??? ????????? 
American Trading Company,???????? ??????? ???????? 
American West,???????? ?????? 
American diamond,???????? ??????? 
American egale,???????? ???? 
AmericanPro Tattoo,???????????? ?????? 
Americana,????????? 
Americolor,???????? 
Ameristep,?????????? 
Ames True Temper,???? ???? ??????? 
Ametek,?????? 
Amethyst,???????? 
Ametsuchi,???????? 
Amever,?????? 
Amex,?????? 
Amez Care,???? ????? 
Amezaiku,???????? 
Amgo Mart BD,??? ????? ???? 
Amgoly,????? 
Ami Briva,??? ?????? 
Amia,????? 
Amica,????? 
Amicell,?????? 
Amicus,?????? 
Amidea,??????? 
Amie,???? 
Amifa,????? 
Amifa fashion,????? ?????? 
Amigo e-Shop,????? ?-?? 
Amigo laundry detergenets,????? ??????? ??????????? 
Amigo laundry detergents,????? ??????? ??????????? 
Amim Fashion,???? ?????? 
Amin,???? 
Amin & Aziz Fashion,???? ???? ???? ?????? 
Amin Bazar,???? ????? 
Amin Colors Fashion,???? ?????? ?????? 
Amin Dress World,???? ????? ???????? 
Amin Express,???? ????????? 
Amin Fashion House,???? ?????? ???? 
Amin Fashion bd,???? ?????? ???? 
Amin Fashions,???? ??????? 
Amin Food Products,???? ??? ?????????? 
Amin Herbal,???? ?????? 
Amin Mahzun Collection,???? ?????? ??????? 
Amin Online Shop,???? ?????? ?? 
Amin Shop,???? ?? 
Amin Shopping Center,???? ???? ??????? 
Amin Shopping Center.,???? ???? ??????? 
Amin Trading,???? ??????? 
Amin Xpress BD,???? ????????? ???? 
Amin's,?????? 
Amin's Collection,?????? ??????? 
Amin's Islamic Corner,?????? ??????? ?????? 
Aminas,?????? 
Amins Exclusive Collection,?????? ?????????? ??????? 
Amins shop,?????? ?? 
Aminz,????? 
Aminz Essentials,????? ??????????? 
Amir,???? 
Amir Adnan,???? ????? 
Amir Agro,???? ????? 
Amir Design,???? ?????? 
Amir Mall,???? ?? 
Amir Online Shopping,???? ?????? ???? 
Amir Selling House,???? ????? ???? 
Amir Traders,???? ???????? 
Amir k,???? ?? 
Amir's Collection,????? ??????? 
AmirAgro,????????? 
AmirAgrofarm,????????????? 
Amira,????? 
Amisco Industries,?????? ???????????? 
Amit Shop BD,???? ?? ???? 
Amity Fashion Zone,????? ?????? ??? 
Amixin,???????? 
Amkee,???? 
Amlaki Herbal,??????? ?????? 
Amlenker,?????????? 
Amma Garden,????? ??????? 
Amma Zan,????? ??? 
AmmaZan Mart,???????? ????? 
Ammajaan Enterprise,???????? ???????????? 
Ammajan Telecom,???????? ?????? 
Ammar,?????? 
Ammara,??????? 
Ammars™,ammars▢ 
Ammazan,???????? 
Ammazan Store,???????? ????? 
Ammeda,??????? 
Ammeltz,???????? 
Ammiraglia,????????????? 
Ammonite Press,??????? ????? 
Ammu Fashion House,????? ?????? ???? 
AmnaMart,?????????? 
Amnur,?????? 
AmoVee,???? 
Amobii,????? 
Amocan,????? 
Amoera,????? 
Amoha,????? 
Amooca,????? 
Amoorea,??????? 
Amooy,???? 
Amope Ped,??? ??? 
Amor,??? 
Amore Mio,??? ??? 
Amore Pacific,??? ????????? 
Amore.,??? 
Amorfashion,????????? 
Amorge,???? 
Amorim,????? 
Amour Hair,??? ?????? 
Amour Noir,??? ??? 
Amour4iphone ,???????? 
Amoura,????? 
Amovision,?????? 
Ampair,???????? 
Ampco Safety Tools,?????? ????? ???? 
Ampde,?????? 
Amped Bike Lights,??????? ???? ????? 
Ampere,?????? 
Amphibia,????????? 
Amphora,?????? 
Amphora Aromatics,?????? ????????????? 
Amplab Bangladesh,????????? ???????? 
Ample Aisy Worldwide,????? ????? ????????????? 
AmpleDo Ltd,????????? ??????? 
Amplicom,??????????? 
Amplify,?????????? 
Ampoule,?????? 
Amprobe,??????? 
Amption Modern Carpet,?????? ?????? ?????? 
Amptweaker,????????????? 
Amr Hut,???? ??? 
AmraDeshi,????????? 
Amreh BD,?????? ???? 
Amrican eagle,???????? ??? 
Amrin Exclusive,?????? ?????????? 
Amrin Exclusive Murad,?????? ?????????? ????? 
Amrin Fashion Gallery,?????? ?????? ???????? 
Amrin Fashion Wear,?????? ?????? ?????? 
Amrita,????? 
Amritopur,????????? 
Amrshop BD,?????? ???? 
Amrutanjan,???????????? 
Amsafe Razor,????? ???? 
Amsahr,??????? 
Amsb,? ?? ?? ?? 
Amsco,????? 
Amsla,?????? 
Amsterdam Select,?????????? ??????? 
Amtec ,????? 
Amtech,????? 
Amulya,??????? 
Amumu,????? 
Amur Leopard,???? ???????? 
Amurs,????? 
Amusa,????? 
Amuzecart,???????????? 
Amuzecart Bangladesh,???????????? ???????? 
Amves,?????? 
Amway Home,???? ??? 
Amway USA,???? ????? 
Amway pavilion,???? ?????????? 
Amxaraa,???????? 
Amy,?????? 
Amy Collection,?????? ??????? 
Amy Homemade,?????? ?????? 
Amy Jersey,?????? ?????? 
AmyRT,????? 
Amybaby,?????????? 
Amyclore,????????? 
Amyra,????? 
Amyra Apparel,????? ?????? 
Amyra's,?????? 
Amyra's collection,?????? ??????? 
Amzdeal,?????????? 
Amzingcraft,???????????????? 
An Kang,????? ??? 
An Kang??,????? kang?? 
An Vee Ta,????? ?? ?? 
An Xiu,????? ?????? 
AnNajm Fashion,???????? ?????? 
Ana Ana,??? ??? 
Ana Candles for Fivestripes,??? ????????? ?? ????????????? 
Ana Edar,??? ???? 
Ana Exclusive,??? ?????????? 
Ana Fashion,??? ?????? 
Ana Raha,??? ???? 
Ana by Karma,??? ??? ????? 
AnaMalz,?????????? 
Anabia BD,?????????? ???? 
Anabolic Boost,?????????? ????? 
Anabond,?????????? 
Anacis,?????????? 
Anaconda,????????????? 
Anaf,???? 
Anagen Research,????????? ??????? 
Anagram,??????????? 
Anagram USA,??????????? ????? 
Anahita,??????? 
Anais An,????? ????? 
Anakaa,????? 
Analog Alien,???????? ????? 
Analyzer IT,???????????? ???? 
Anam,???? 
Anam China Collections,???? ????? ????????? 
Anam Collections,???? ????????? 
Anam Corporation,???? ????????? 
Anamica Telecom,??????? ?????? 
Anamika Leather,??????? ????? 
Anand Publishers,????? ?????????? 
Ananda Bazar Super Shop,????? ????? ????? ?? 
Ananda Bazar Super Shop24,????? ????? ????? ???? 
Anandadhara,????????? 
Anandan Prokash,???????? ?????? 
Anandar tatar Sharee,???????? ????? ???? 
Anando Bazar,????? ????? 
Anando Math,????? ?? 
Ananke,?????? 
Ananke Stuff,?????? ????? 
Ananle,????? 
Ananna International,???????? ?????????????? 
Ananna Online Shop,???????? ?????? ?? 
Ananna Sells House,???????? ???? ???? 
Anannya Magazine,???????? ????????? 
Anannya Prakashan,???????? ???????? 
Ananta Events & Entertainment,????? ??????? ???? ????????????????? 
Anantara,??????? 
Ananto's Lab,?????? ????? 
Anany,????? 
Ananya,???????? 
Ananya Bangladesh,???????? ???????? 
Ananya Fashion BD,???????? ?????? ???? 
Ananya's Collection,????????? ??????? 
Ananya's World,????????? ???????? 
Anapo,????? 
Anaqeen,?????? 
Anaqeen Bawal,?????? ????? 
Anaqiss Marketing,?????? ????????? 
Anarchy Fashion,?????? ?????? 
Anari,????? 
Anarjo Publication,?????? ????????? 
Anarjo Publication Ltd,?????? ????????? ??????? 
Anarkoli,??????? 
Anart,????? 
Anary Logon,????? ??? 
Anas Group,???? ????? 
Anas trading,???? ??????? 
Anastasia,??????????? 
Anastasia Beverly,??????????? ??????? 
Anatex,???????? 
Anatomy Models,????????? ????? 
Anax,?????? 
Anaya,????? 
Anayet Shop BD,?????? ?? ???? 
Anbar Fashion,????? ?????? 
Anbasha publication,?????? ????????? 
Anbber,??????? 
Anbee,???? 
Anbiku,?????? 
Ancalima Lifesciences Limited,????????? ??????????? ??????? 
Ancheer,???????? 
Anchol Karu Shalpa,????? ???? ?????? 
Anchol Karu Shalpa (KHL),????? ???? ?????? (?????) 
Anchor,??????? 
Anchor Feathers,??????? ?????? 
Anchor Somrat,??????? ?????? 
Anchors Apparel,???????? ?????? 
Anchovies,????????? 
Anchovives,????????? 
Anchuyt,???????? 
Ancient Graffiti,???????????? ????????? 
Ancient Greek,???????????? ????? 
Ancient Living,???????????? ????? 
"Ancient Thai Herbal Spa & Beauty ( Sec 17, PJ)","???????????? ???? ?????? ???? ???? ????? ( ??? 17, pj) "
Ancnen,???????? 
Ancol,????? 
Ancreu,????????? 
And,??????? 
And Fashion,??????? ?????? 
AndBrave,????????? 
Anda,????? 
Andalou,??????? 
Andaman,???????? 
Andaman Online Shopping,???????? ?????? ???? 
Andatech,???????? 
Andbon,?????? 
Andeem,?????? 
Anden Hud,?????? ??? 
Andersen,????????? 
Andersen's of Denmark,???????? ?? ???????? 
Anderson Power USA,???????? ?????? ????? 
Anderson Press,???????? ????? 
Andery,??????? 
Andiamo,???????? 
Andida,??????? 
Andino,??????? 
Andis,?????? 
Andmetics,??????????? 
Ando,????? 
Ando Design,????? ?????? 
Andonstar,?????????? 
AndorMahal,?????????? 
Andora Secret,?????? ??????? 
Andrea,????????? 
Andrea Bocchio,????????? ?????? 
Andrea Milano,????????? ?????? 
Andreas Osten,?????????? ?????? 
Andrei QA,???????? ?? 
Andres,???????? 
Andrew Marc,???????? ???? 
Andrew Philips,???????? ??????? 
AndrewCollinge,???????????? 
AndrewT,????????? 
Andro,?????? 
AndroX Inc,????????? ??????????? 
Android,????????? 
Android Bazar,????????? ????? 
Android Mix Up,????????? ????? ?? 
Android Plug_In,????????? ??????? 
Android TV BOX,????????? ???? ???? 
Android Theater Streaming media,????????? ??????? ????????? ?????? 
Android Tv-set BOX,????????? tv-set ???? 
Androil kid watch,???????? ??? ???? 
Andromeda,?????????? 
Andteck,?????????? 
Anduode,??????????? 
Andy,???????? 
Andy Roddick,???????? ???????? 
AndysTrip,?????????????? 
Aneema,????? 
Aneer Care,???? ????? 
Aneesa Executive,????? ??????????? 
Aneeza,????? 
Aneka,????? 
Anello Inspired Backpack,?????? ?????????? ?????????? 
AnelloStyle,???????????? 
Anercate,??????? 
Aneros,????? 
Anesi Beaute,????? ?????? 
Anessa,????? 
Anfica,?????? 
Anfords Bangladesh Ltd,?????? ???????? ??????? 
Ang's Skin,???? ????? 
Angaar,?????? 
Angah,?????? 
Angah abw,?????? ? ?? ????? 
Angall,???????? 
Angana,??????? 
Ange,????? 
Ange Banana,????? ?????? 
Ange Mom,????? ??? 
Angel Allure,?????? ?????? 
Angel Baby,?????? ???? 
Angel Bag,?????? ????? 
Angel Beauty Shop,?????? ????? ?? 
Angel Cola,?????? ???? 
Angel Dear,?????? ????? 
Angel Dot Com,?????? ?? ?? 
Angel Dreams,?????? ?????? 
Angel Enterprise,?????? ???????????? 
Angel Fly,?????? ????? 
Angel Guard,?????? ????? 
Angel Heals,?????? ???? 
Angel Kids,?????? ???? 
Angel LaLa,?????? ???? 
Angel Love,?????? ??? 
Angel Lover,?????? ????? 
Angel Mania,?????? ?????? 
Angel Mel Collections,?????? ??? ????????? 
Angel Naturelle,?????? ????????? 
Angel On9,?????? ??? 
Angel Rose Beauty Care BD,?????? ??? ????? ????? ???? 
Angel Smart,?????? ??????? 
Angel Soft,?????? ??? 
Angel Stationers,?????? ????????? 
Angel Water Purifier,?????? ??????? ?????????? 
Angel by Snigdho,?????? ??? ??????? 
Angel's,??????? 
Angel's Gallery,??????? ???????? 
Angel's Glamoux,??????? ???????? 
Angel's Liquid,??????? ?????? 
Angel's Magic Putto,??????? ????? ????? 
AngelDis,????????? 
AngelLooka,??????????? 
AngelaBeauty,??????????? 
Angelbaby online store,?????????? ?????? ????? 
Angelcare,??????????? 
Angelcare baby,??????????? ???? 
Angeles,?????????? 
Angelflorist,?????????????? 
Angeli,??????? 
Angelia,????????? 
Angelic,???????? 
"AngelightTM Fu Fortune Crystal""","?????????? ?? ????? crystal"" "
"AngelightTM Fu Fortune Crystal""""","?????????? ?? ????? crystal"""" "
Angelitos de Mexico,????????? ?? ???????? 
Angelo Brothers,???????? ????????? 
Angelo Pelle,???????? ????? 
Angelos Fashion,??????? ?????? 
Angelruila,???????????? 
Angels Boutiques,??????? ?????? 
Angels Cloud,??????? ?????? 
Angels Collection,??????? ??????? 
Angels Secret Anion Sanitary Napkins,??????? ??????? ????? ?????????? ?????????? 
Angelsounds,????????????? 
Angelus,???????? 
Angelus Shoe Care,???????? ?? ????? 
Anggun,?????? 
Anggun Elegant Crystal,?????? ???????? ????????? 
Anggun Pesona,?????? ????? 
Anggun Salmah,?????? ??????? 
AnggunBergaya,?????????????? 
Anghu,????? 
Angibabe,???????? 
Angirx,????????? 
Angitte,???????? 
AnglaTech,??????? 
Angle Simple,????????? ?????? 
Angle girl,????????? ????? 
Anglers Pal,?????? ?? 
Angling Joy,????? ??? 
Anglo Felt Industries,??? ???? ???????????? 
Anglo sell,??? ??? 
Anglomac,??????? 
Ango Saj,???? ??? 
Angon Ghar,?????? ???? 
Angoora,???????? 
Angoshova,???????? 
Angoshova Fashion,???????? ?????? 
Angrakha,?????? 
Angry Birds,??????? ?????? 
Angry Gadget BD,??????? ??????? ???? 
Angrybird Collectionss,???????????? ????????? 
Angsa,???? 
Angshuk,????? 
Angun,?????? 
Angus O'Neils,?????? ?????? 
Anha Fabric,???? ????????? 
Anha Shopping,???? ???? 
Anhad Agro,????? ????? 
Anhastyle,?????????? 
Ani International,??? ?????????????? 
Ani Wasabi,??? ??????? 
AniMolds,????????? 
Aniba,????? 
Anica,????? 
Anick Fashion,???? ?????? 
Aniene,????? 
Anifa Collection,????? ??????? 
Anifinity,????????? 
Anik,???? 
Anik Cosmetics,???? ????????? 
Anik Leather House,???? ????? ???? 
Anik Photography,???? ????????? 
Anik Photography & Event Management,???? ????????? ???? ?????? ???????????? 
Anik Saha,???? ???? 
Anik Telecom,???? ?????? 
Anik Watch and Electronics,???? ???? ??????? ????????????? 
Anik genaral store,???? ??????? ????? 
Anika Belt Corner,????? ????? ?????? 
Anika Boutiques,????? ?????? 
Anika Mart,????? ????? 
Anika Shop,????? ?? 
Anika Shop BD,????? ?? ???? 
Anika Store,????? ????? 
Anika Style,????? ?????? 
Anika fashion House,????? ?????? ???? 
Anika's Choice,?????? ????? 
Aniket's Store,??????? ????? 
Anil Ghosh's Baghabari Special Gawa Ghee,???? ???? ?????????? ??????? ?????? ?? 
Animal,????????? 
Animal Bell,????????? ??? 
Animal Dreams,????????? ?????? 
Animal Empire,????????? ???????? 
Animal Helmet,????????? ??????? 
Animal Jam,????????? ??? 
Animal Merchandise,????????? ??????????????? 
Animal Planet,????????? ??????? 
Animal Pump,????????? ????? 
Animale,????????? 
Animaliss Petcare,??????????? ???????? 
Animation Artist,?????????? ???????? 
Animation Stock,?????????? ???? 
Anime DVD,??????? ?????? 
Animekingdom,????????????? 
Animewild,???????????? 
Animodz,?????? 
Aninara,??????? 
Aninda,??????? 
Anindita,????????? 
Anindo Prokashoni,?????? ???????? 
Anindya Prokash,????????? ?????? 
Aning,???? 
Anion,????? 
Anipure,?????? 
Anirban Link Technologies Ltd.,???????? ????? ????????? ??????? 
Anis Publication,???? ????????? 
Anis Sofea,???? ????? 
Anisa Telecom,????? ?????? 
Anisha,????? 
Anisha Electronics,????? ????????????? 
Anisha Fashion House,????? ?????? ???? 
Anisha International BD,????? ?????????????? ???? 
Anisha InternationalBD,????? ???????????????? 
Anisha Online Store,????? ?????? ????? 
Anisha Sell BD,????? ??? ???? 
Anisha Shop,????? ?? 
Anisha Store,????? ????? 
Anisha's Creation,?????? ???????? 
Anishop,????? 
Anisse,????? 
Anisse And Babe,????? ??????? ??? 
Anita,????? 
Anita Fragrance,????? ???????????? 
Anitas,?????? 
Anivia,??????? 
Anjan Jewelary,????? ???????? 
Anjan's Collection,??????? ??????? 
Anjeri,??????? 
Anjum Fashion,?????? ?????? 
Anjum's Shop,??????? ?? 
Anjuman,???????? 
Anjuman Online Shop,???????? ?????? ?? 
AnjumanClick,????????????? 
Ankang,?????? 
Anker BD,?????? ???? 
Anker Telecom,?????? ?????? 
Ankersaila,??????????? 
Anket,?????? 
Ankhi collection,????? ??????? 
Anki,????? 
Ankita Hosto Shilpo,??????? ???? ????? 
Ankomn,??????? 
Ankora Designer Collections,?????? ???????? ????????? 
Ankou,????? 
Ankuoo,?????? 
Ankur Prakashani,?????? ???????? 
Ankur Publication,?????? ????????? 
Anladia,???????? 
Anlapus,??????? 
Anlencool,????????? 
Anlene,????? 
Anmal Galery,?????? ?????? 
Anmar,?????? 
Anmeilu,???????? 
Anmol,????? 
Anmol Kali,????? ???? 
Anmol Shop,????? ?? 
Anmol Tex,????? ????? 
Anmuxi,????????? 
Anmy Tien,????? ???? 
Anmyna ???,??????? ??? 
